#,Area,English,Bulgarian,Sources
1552,Team leader views,You are not assigned to a ministry team yet.,,src/views/teamLeader/MinistryReportView.tsx
1553,Teacher / translator views,All sessions,,src/views/teacher/MyClassesView.tsx
1554,Teacher / translator views,No sessions found,,src/views/teacher/MyClassesView.tsx
1555,Teacher / translator views,Recent past sessions,,src/views/teacher/MyClassesView.tsx
1556,Teacher / translator views,Search my sessions,,src/views/teacher/MyClassesView.tsx
1557,Teacher / translator views,"Sessions assigned to you, grouped by date so your next teaching moments are easy to find.",,src/views/teacher/MyClassesView.tsx
1558,Teacher / translator views,Try another filter or search term.,,src/views/teacher/MyClassesView.tsx
1559,Hooks (errors / search labels),A row already exists for this date.,,src/hooks/useSchoolYearPlanning.ts
1560,Hooks (errors / search labels),Academic record and readiness,,src/hooks/useUniversalSearchIndex.tsx
1561,Hooks (errors / search labels),Activation Saturdays must fall on a Saturday.,,src/hooks/useSchoolYearPlanning.ts
1562,Hooks (errors / search labels),Active first year enrollments,,src/hooks/useTodos.ts
1563,Hooks (errors / search labels),Active second year enrollments,,src/hooks/useTodos.ts
1564,Hooks (errors / search labels),Admin manual and platform guide,,src/hooks/useUniversalSearchIndex.tsx
1565,Hooks (errors / search labels),"Admins, teachers, translators, and mentors",,src/hooks/useTodos.ts
1566,Hooks (errors / search labels),All Staff,,src/hooks/useTodos.ts
1567,Hooks (errors / search labels),Book title is required,,src/hooks/useBooks.ts
1568,Hooks (errors / search labels),Both First Year and Second Year courses must be selected.,,src/hooks/useSchoolYearPlanning.ts
1569,Hooks (errors / search labels),Break not found.,,src/hooks/useSchoolYearPlanning.ts
1570,Hooks (errors / search labels),"Classwork, materials, and subjects",,src/hooks/useUniversalSearchIndex.tsx
1571,Hooks (errors / search labels),Conversations with admins and groups,,src/hooks/useUniversalSearchIndex.tsx
1572,Hooks (errors / search labels),Could not schedule all sessions from the start date.,,src/hooks/useSchoolYearPlanning.ts
1573,Hooks (errors / search labels),Curriculum Date View,,src/hooks/useUniversalSearchIndex.tsx
1574,Hooks (errors / search labels),Curriculum Overview,,src/hooks/useUniversalSearchIndex.tsx
1575,Hooks (errors / search labels),Delete failed,,src/hooks/useClassContent.ts; src/hooks/useSubjectMaterials.ts
1576,Hooks (errors / search labels),Digital Check-ins,,src/data/seed.ts; src/hooks/useCadenceSettings.ts
1577,Hooks (errors / search labels),"Directory, roles, and access",,src/hooks/useUniversalSearchIndex.tsx
1578,Hooks (errors / search labels),Failed to add announcement,,src/hooks/useAnnouncements.ts
1579,Hooks (errors / search labels),Failed to add attachment,,src/hooks/useAnnouncements.ts
1580,Hooks (errors / search labels),Failed to add comment,,src/hooks/useAnnouncements.ts
1581,Hooks (errors / search labels),Failed to add course,,src/hooks/useCourses.ts
1582,Hooks (errors / search labels),Failed to add mentorship log,,src/hooks/useMentorshipLogs.ts
1583,Hooks (errors / search labels),Failed to add subject,,src/hooks/useCourses.ts
1584,Hooks (errors / search labels),Failed to create assignment,,src/hooks/useHomework.ts
1585,Hooks (errors / search labels),Failed to create Google Doc. Please try again.,,src/hooks/useHomework.ts
1586,Hooks (errors / search labels),Failed to delete,,src/hooks/useHomework.ts
1587,Hooks (errors / search labels),Failed to delete attachment,,src/hooks/useAnnouncements.ts
1588,Hooks (errors / search labels),Failed to delete course,,src/hooks/useCourses.ts
1589,Hooks (errors / search labels),Failed to delete mentorship log,,src/hooks/useMentorshipLogs.ts
1590,Hooks (errors / search labels),Failed to delete message,,src/hooks/useMessages.ts
1591,Hooks (errors / search labels),Failed to delete note,,src/hooks/useClassContent.ts
1592,Hooks (errors / search labels),Failed to delete session,,src/hooks/useCourses.ts
1593,Hooks (errors / search labels),Failed to delete subject,,src/hooks/useCourses.ts
1594,Hooks (errors / search labels),Failed to delete user,,src/hooks/useUsers.ts
1595,Hooks (errors / search labels),Failed to link Google Doc. Please try again.,,src/hooks/useHomework.ts
1596,Hooks (errors / search labels),Failed to load announcements,,src/hooks/useAnnouncements.ts
1597,Hooks (errors / search labels),Failed to load attendance data,,src/hooks/useAttendance.ts
1598,Hooks (errors / search labels),Failed to load books,,src/hooks/useBooks.ts
1599,Hooks (errors / search labels),Failed to load cadence settings,,src/hooks/useCadenceSettings.ts
1600,Hooks (errors / search labels),Failed to load courses,,src/hooks/useCourses.ts
1601,Hooks (errors / search labels),Failed to load enrollments,,src/hooks/useEnrollments.ts
1602,Hooks (errors / search labels),Failed to load gradebook settings,,src/hooks/useGradebookConfig.ts
1603,Hooks (errors / search labels),Failed to load homework,,src/hooks/useHomework.ts
1604,Hooks (errors / search labels),Failed to load mentorship logs,,src/hooks/useMentorshipLogs.ts
1605,Hooks (errors / search labels),Failed to load messages,,src/hooks/useMessages.ts
1606,Hooks (errors / search labels),Failed to load online session settings,,src/hooks/useOnlineSessionSettings.ts
1607,Hooks (errors / search labels),Failed to load session content,,src/hooks/useClassContent.ts
1608,Hooks (errors / search labels),Failed to load stream settings,,src/hooks/useStreamSettings.ts
1609,Hooks (errors / search labels),Failed to load subject materials,,src/hooks/useSubjectMaterials.ts
1610,Hooks (errors / search labels),Failed to load user profile,,src/hooks/useAuth.ts
1611,Hooks (errors / search labels),Failed to load users,,src/hooks/useUsers.ts
1612,Hooks (errors / search labels),Failed to move announcement to trash,,src/hooks/useAnnouncements.ts
1613,Hooks (errors / search labels),Failed to permanently delete announcement,,src/hooks/useAnnouncements.ts
1614,Hooks (errors / search labels),Failed to remove curriculum plan.,,src/hooks/useSubjectCurriculumPlan.ts
1615,Hooks (errors / search labels),Failed to remove photo.,,src/hooks/useSettings.ts
1616,Hooks (errors / search labels),Failed to restore announcement,,src/hooks/useAnnouncements.ts
1617,Hooks (errors / search labels),Failed to save cadence settings,,src/hooks/useCadenceSettings.ts
1618,Hooks (errors / search labels),Failed to save note,,src/hooks/useClassContent.ts
1619,Hooks (errors / search labels),Failed to save notification preferences.,,src/hooks/useSettings.ts
1620,Hooks (errors / search labels),Failed to save online session settings,,src/hooks/useOnlineSessionSettings.ts
1621,Hooks (errors / search labels),Failed to save profile.,,src/hooks/useSettings.ts
1622,Hooks (errors / search labels),Failed to send message,,src/hooks/useMessages.ts
1623,Hooks (errors / search labels),Failed to submit,,src/hooks/useHomework.ts
1624,Hooks (errors / search labels),Failed to submit quick check,,src/hooks/useHomework.ts
1625,Hooks (errors / search labels),Failed to update announcement,,src/hooks/useAnnouncements.ts
1626,Hooks (errors / search labels),Failed to update assignment,,src/hooks/useHomework.ts
1627,Hooks (errors / search labels),Failed to update course,,src/hooks/useCourses.ts
1628,Hooks (errors / search labels),Failed to update mentorship log,,src/hooks/useMentorshipLogs.ts
1629,Hooks (errors / search labels),Failed to update note,,src/hooks/useClassContent.ts
1630,Hooks (errors / search labels),Failed to update pin status,,src/hooks/useAnnouncements.ts
1631,Hooks (errors / search labels),Failed to update reaction,,src/hooks/useAnnouncements.ts
1632,Hooks (errors / search labels),Failed to update subject,,src/hooks/useCourses.ts
1633,Hooks (errors / search labels),Failed to update user,,src/hooks/useUsers.ts
1634,Hooks (errors / search labels),Failed to update user profile,,src/hooks/useUsers.ts
1635,Hooks (errors / search labels),Failed to upload curriculum plan.,,src/hooks/useSubjectCurriculumPlan.ts
1636,Hooks (errors / search labels),Failed to upload photo. Please try again.,,src/hooks/useSettings.ts
1637,Hooks (errors / search labels),File is required for file attachments,,src/hooks/useAnnouncements.ts
1638,Hooks (errors / search labels),First Year Students,,src/hooks/useTodos.ts
1639,Hooks (errors / search labels),Go to,,src/hooks/useUniversalSearchIndex.tsx
1640,Hooks (errors / search labels),Google Doc material could not be created,,src/hooks/useClassContent.ts; src/hooks/useSubjectMaterials.ts
1641,Hooks (errors / search labels),Graduation gates and history,,src/hooks/useUniversalSearchIndex.tsx
1642,Hooks (errors / search labels),Graduation gates and schedules,,src/hooks/useUniversalSearchIndex.tsx
1643,Hooks (errors / search labels),Home overview,,src/hooks/useUniversalSearchIndex.tsx
1644,Hooks (errors / search labels),Homework and reading work,,src/hooks/useUniversalSearchIndex.tsx
1645,Hooks (errors / search labels),Image must be under 2MB.,,src/hooks/useSettings.ts
1646,Hooks (errors / search labels),In-Person Check-ins,,src/data/seed.ts; src/hooks/useCadenceSettings.ts
1647,Hooks (errors / search labels),Installment,,src/hooks/useUniversalSearchIndex.tsx
1648,Hooks (errors / search labels),"Mentors, assignments, and follow-up",,src/hooks/useUniversalSearchIndex.tsx
1649,Hooks (errors / search labels),No to-dos were created.,,src/hooks/useTodos.ts
1650,Hooks (errors / search labels),Number of sessions must be at least 1.,,src/hooks/useSchoolYearPlanning.ts
1651,Hooks (errors / search labels),Open work and reminders,,src/hooks/useUniversalSearchIndex.tsx
1652,Hooks (errors / search labels),"Payments, installments, and reminders",,src/hooks/useUniversalSearchIndex.tsx
1653,Hooks (errors / search labels),Personal teaching schedule,,src/hooks/useUniversalSearchIndex.tsx
1654,Hooks (errors / search labels),Pinned posts are disabled for this year group,,src/hooks/useAnnouncements.ts
1655,Hooks (errors / search labels),Planned missed sessions,,src/hooks/useUniversalSearchIndex.tsx
1656,Hooks (errors / search labels),Please paste a valid Google Docs URL,,src/hooks/useHomework.ts
1657,Hooks (errors / search labels),Please select a date.,,src/hooks/useSchoolYearPlanning.ts
1658,Hooks (errors / search labels),Please select start and end dates.,,src/hooks/useSchoolYearPlanning.ts
1659,Hooks (errors / search labels),"Posts, comments, and attachments",,src/hooks/useUniversalSearchIndex.tsx
1660,Hooks (errors / search labels),Profile not found. The user must sign up via Google first.,,src/hooks/useUsers.ts
1661,Hooks (errors / search labels),"Profile, language, and account settings",,src/hooks/useUniversalSearchIndex.tsx
1662,Hooks (errors / search labels),Second Year Students,,src/hooks/useTodos.ts
1663,Hooks (errors / search labels),Select at least one year group,,src/hooks/useBooks.ts
1664,Hooks (errors / search labels),Session not found,,src/hooks/useCourses.ts
1665,Hooks (errors / search labels),Sessions assigned to translate,,src/hooks/useUniversalSearchIndex.tsx
1666,Hooks (errors / search labels),Some changes may not have been saved.,,src/hooks/useSchoolYearPlanning.ts
1667,Hooks (errors / search labels),Start date is required.,,src/hooks/useSchoolYearPlanning.ts
1668,Hooks (errors / search labels),Start date must be on or before end date.,,src/hooks/useSchoolYearPlanning.ts
1669,Hooks (errors / search labels),Student is required for mentorship log,,src/hooks/useMentorshipLogs.ts
1670,Hooks (errors / search labels),Submission,,src/hooks/useUniversalSearchIndex.tsx
1671,Hooks (errors / search labels),Team attendance and service reports,,src/hooks/useUniversalSearchIndex.tsx
1672,Hooks (errors / search labels),This break overlaps an existing break.,,src/hooks/useSchoolYearPlanning.ts
1673,Hooks (errors / search labels),Title is required.,,src/hooks/useSchoolYearPlanning.ts
1674,Hooks (errors / search labels),Translation Sessions,,src/hooks/useUniversalSearchIndex.tsx
1675,Hooks (errors / search labels),Tuition account not found.,,src/hooks/useTuition.ts
1676,Hooks (errors / search labels),Tuition reminder,,src/hooks/useTuition.ts
1677,Hooks (errors / search labels),Upload failed,,src/hooks/useClassContent.ts; src/hooks/useSubjectMaterials.ts
1678,Hooks (errors / search labels),Upload failed. Please try again.,,src/hooks/useHomework.ts
1679,Hooks (errors / search labels),User must sign up via Google before roles can be assigned.,,src/hooks/useUsers.ts
1680,Hooks (errors / search labels),Users with the mentor role,,src/hooks/useTodos.ts
1681,Hooks (errors / search labels),Users with the teacher role,,src/hooks/useTodos.ts
1682,Hooks (errors / search labels),Users with the translator role,,src/hooks/useTodos.ts
1683,Hooks (errors / search labels),Work waiting for review,,src/hooks/useUniversalSearchIndex.tsx
1684,Hooks (errors / search labels),"Year groups, subjects, and planning",,src/hooks/useUniversalSearchIndex.tsx
1685,Hooks (errors / search labels),"Year groups, subjects, and sessions",,src/hooks/useUniversalSearchIndex.tsx
1686,Dev tools,Apply,,src/components/dev/DevRolePanel.tsx
1687,Dev tools,DEV,,src/components/dev/DevRolePanel.tsx
1688,Dev tools,Dev Preview,,src/components/dev/DevRolePanel.tsx
1689,Dev tools,Reset,,src/AuthenticatedApp.tsx; src/components/dev/DevRolePanel.tsx
1690,Dev tools,Reset to real roles,,src/components/dev/DevRolePanel.tsx
1691,Dev tools,Role preview,,src/components/dev/DevRolePanel.tsx
1692,Dev tools,Search name or email,,src/components/dev/DevRolePanel.tsx
1693,Dev tools,View as user,,src/components/dev/DevRolePanel.tsx
1694,Other,Advanced CSS - Session 5,,src/data/seed.ts
1695,Other,Advanced React - Session 1,,src/data/seed.ts
1696,Other,Advanced topics in web development,,src/data/seed.ts
1697,Other,Advanced Web Development,,src/data/seed.ts
1698,Other,CSS Introduction - Session 2,,src/data/seed.ts
1699,Other,Data Types - Session 2,,src/data/seed.ts
1700,Other,Database Design - Session 7,,src/data/seed.ts
1701,Other,Database Optimization - Session 3,,src/data/seed.ts
1702,Other,Final Project - Session 8,,src/data/seed.ts
1703,Other,Functions - Session 3,,src/data/seed.ts
1704,Other,HTML & CSS Fundamentals,,src/data/seed.ts
1705,Other,HTML Basics - Session 1,,src/data/seed.ts
1706,Other,JavaScript Fundamentals - Session 3,,src/data/seed.ts
1707,Other,Learn Python programming basics,,src/data/seed.ts
1708,Other,Learn the basics of web markup and styling,,src/data/seed.ts
1709,Other,Modules - Session 4,,src/data/seed.ts
1710,Other,No content available,,src/views/AppRouter.tsx
1711,Other,No meetings yet,,src/utils/mentorshipUtils.ts
1712,Other,Node.js Advanced - Session 2,,src/data/seed.ts
1713,Other,Node.js Backend - Session 6,,src/data/seed.ts
1714,Other,Python Fundamentals,,src/data/seed.ts
1715,Other,Python Introduction - Session 1,,src/data/seed.ts
1716,Other,React Basics - Session 4,,src/data/seed.ts
1717,Other,Viewing as,,src/AuthenticatedApp.tsx
1718,Other,Wednesday gathering,,src/utils/studentAttendanceBreakdown.ts; src/utils/studentCalendar.ts
1719,Other,You are not on duty this week.,,src/views/AppRouter.tsx
